שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2020,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
תדהר,2061,TIDHAR,6,62,621,41,344,1,677,677,669,,1953,310,1,1645658762,115,625,10001893,2020,Tidhar,620
תובל,1172,TUVAL,2,24,243,56,,1,314,312,293,2,1980,330,15,2232275933,526,205,15002358,2020,Tuval,210
תומר,3558,TOMER,7,75,,75,,1,287,287,285,,1978,310,1,2416065841,-227,712,10003299,2020,Tomer,710
תושייה,1083,TUSHIYYA,6,62,621,39,,1,842,842,841,,1958,350,,1563759372,108,651,10001930,2020,Tushiyya,620
תימורים,163,TIMMORIM,6,61,611,33,143,1,762,762,755,,1954,320,6,1771962485,77,616,10001821,2020,Timmorim,420
תירוש,10,TIROSH,1,11,112,26,,1,457,457,454,,1955,310,2,1892862871,149,151,15000597,2020,Tirosh,
תל אביב -יפו,5000,TEL AVIV - YAFO,5,51,511,0,110,4,463808,442228,416824,21580,1909,130,,1802766486,17,507,10001579,2020,Tel Aviv - Yafo,
תל חי (מכללה),1707,,2,21,211,1,,,,,,,,520,,2543679339,239,253,10004591,2020,,211
תל יוסף,84,TEL YOSEF,2,23,232,8,,1,559,559,548,,1921,330,15,2377871801,-16,204,10004394,2020,Tel Yosef,213
תל יצחק,287,TEL YIZHAQ,4,41,411,19,141,1,803,798,787,5,1938,330,6,1877568442,31,401,15000060,2020,Tel Yizhaq,
תל מונד,154,TEL MOND,4,41,411,99,141,1,13492,13489,13327,3,1929,170,,1924068438,46,457,15000060,2020,Tel Mond,410
תל עדשים,103,TEL ADASHIM,2,23,234,9,,1,1501,1491,1467,11,1923,310,1,2286672909,98,254,10004394,2020,Tel Adashim,213
תל קציר,719,TEL QAZIR,2,22,221,6,,1,462,462,441,,1949,330,15,2581973451,-144,214,10004552,2020,Tel Qazir,214
תל שבע,1054,TEL SHEVA,6,62,623,99,342,2,21554,37,17,21517,,260,,1867057304,312,652,10001937,2020,Tel Sheva,
תל תאומים,1283,TEL TE'OMIM,2,23,231,7,,1,606,606,606,,1987,370,2,2468570537,-139,202,10004568,2020,Tel Te'omim,214
תלם,3719,TELEM,7,77,,78,,1,478,478,476,,1982,320,9,2030460789,674,715,15003512,2020,Telem,
תלמי אליהו,1051,TALME ELIYYAHU,6,62,622,38,,1,322,322,319,,1970,310,1,1455757108,136,651,10001893,2020,Talme Eliyyahu,620
תלמי אלעזר,2003,TALME EL'AZAR,3,32,324,14,,1,964,964,950,,1952,310,10,1981270578,27,351,10004261,2020,Talme El'azar,
"תלמי ביל""ו",2050,TALME BILU,6,62,621,42,,1,528,528,526,,1953,310,7,1662859411,171,651,10001930,2020,Talme Bilu,620
תלמי יוסף,1237,TALME YOSEF,6,62,622,38,,1,324,324,323,,1982,310,10,1391756807,111,651,10001893,2020,Talme Yosef,620
תלמי יחיאל,727,TALME YEHI'EL,6,61,611,33,143,1,1021,1021,1014,,1949,310,1,1776162904,52,616,10001821,2020,Talme Yehi'el,420
תלמי יפה,744,TALME YAFE,6,61,614,36,,1,813,813,773,,1950,320,6,1633861413,73,633,10001829,2020,Talme Yafe,
תלמים,814,TELAMIM,6,61,612,50,,1,920,920,917,,1950,310,1,1689060813,95,634,10001813,2020,Telamim,
תמרת,1244,TIMRAT,2,23,237,9,,1,1274,1269,1248,5,1983,370,13,2214073433,240,254,10004411,2020,Timrat,213
תנובות,2002,TENUVOT,4,41,411,18,141,1,830,829,820,1,1952,310,1,1966869022,40,412,15000060,2020,Tenuvot,410
תעוז,752,TA'OZ,1,11,112,26,444,1,633,633,631,,1950,310,2,1977063427,221,151,15000597,2020,Ta'oz,
תעשיון בינימין*,1744,,4,42,421,20,142,,,,,,,520,,1957967601,40,417,10002133,2020,,
תעשיון דלתון,1709,,2,21,212,2,,,,,,,,520,,2451577021,846,209,10004528,2020,,211
תעשיון השרון,1741,,4,41,411,18,141,,,,,,,520,,1927868692,51,412,10002116,2020,,
תעשיון חבל יבנה,1750,,4,44,441,29,143,,,,,,,520,,1690063621,13,456,10001836,2020,,420
תעשיון חצב*,1742,,4,42,422,20,142,,,,,,,520,,1961366378,111,417,10002168,2020,,
תעשיון מבצע*,1754,,6,61,611,33,143,,,,,,,520,,1767563096,60,616,10001821,2020,,420
תעשיון מיתרים,1794,,7,77,,78,,,,,,,,520,,2005458682,602,715,15003512,2020,,
תעשיון צריפין,1749,,4,43,432,40,133,,,,,,,520,,1862665227,50,425,10002228,2020,,
תעשיון ראם*,1755,,6,61,611,35,,,,,,,,520,,1799462954,60,616,10001821,2020,,420
"תעשיון שח""ק",1792,,7,71,,72,,,,,,,,520,,2169970888,345,710,15004488,2020,,
תעשיות גליל תחתון,1714,,2,22,222,3,,,,,,,,520,,2436674342,165,206,10004552,2020,,214
תפרח,709,TIFRAH,6,62,622,42,344,1,2268,2268,2268,,1949,191,,1693658163,160,651,10001893,2020,Tifrah,620
תקומה,665,TEQUMA,6,62,621,39,,1,741,741,741,,1949,310,2,1600359560,131,651,10001930,2020,Tequma,620
תקוע,3563,TEQOA,7,76,,76,445,1,4168,4167,4124,1,1977,190,,2218961753,647,714,15000586,2020,Teqoa,
תראבין א-צאנע (שבט),970,TARABIN AS-SANI,6,62,623,,,3,,,,,,460,,1830056400,,699,10001946,2020,Tarabin as-Sani',
תרבין א-צאנע (יישוב)*,1346,TARABIN AS-SANI,6,62,623,69,341,2,1183,8,7,1175,,450,,1752658369,230,624,10001946,2020,Tarabin As-Sani,610
תרום,778,TARUM,1,11,112,26,444,1,962,962,961,,1950,310,2,1983663227,286,151,15000597,2020,Tarum,
